"Ingreso","Gasto_Educacion"
45053.14,5924.73
73994.81,17046.27
57334.61,7701.55
44821.11,4164.21
74671.01,7825.38
89216.26,9913.36
20904.42,4201.69
43034.7,6650.81
81093.87,16145.88
29404.02,3931.81
65865.41,7063.89
43995.01,6375.53
64363.18,4725.61
60806.64,8713.45
72499.9,10273.37
83272.93,5327.55
50831.58,3912.77
43296.82,6179.68
84039.31,7546.94
56136.18,9637.91
76742.36,7508.85
86440.46,10304.24
49626.97,8059.93
46531.75,4860.3
86582.58,14645.81
75432.22,10694.93
65356.32,15906.81
73000.1,8143.59
77335.57,2110.99
33566.29,7323.5
34857.7,5502.86
27951.74,7038.88
94869.64,6902.89
34403.11,9979.74
54856.78,11370.44
13301.91,3195.13
82156.35,14799.08
46470.21,6464.76
51411.33,12249.67
93803.69,8585.85
45089.27,6892.3
77123.47,5732.68
80524.76,9687.48
28671.06,3570.72
15087.41,4819.99
39836.25,5340.44
71542.47,7016.04
79099.68,14359.02
68774.45,2923.89
94042.36,16365.36
10316.44,2664.77
44055.02,6826.38
67933.36,4249.1
18916.54,4478.45
11355.71,3685.11
23370.86,4743.21
77077.93,7146.48
86747.21,13241.94
39245.09,5473.8
34000.26,5711.58
31919.27,4497.98
96062.53,23303.85
54754.19,2651.61
72500.64,11541.16
92361.87,20064.39
64802.96,5740.62
33634.8,2493.28
92703.77,5617.99
74045.18,9820.74
13944.57,4382.48
67015.69,10979.29
86745.91,11391.22
20718.63,3023.89
95683.41,7967.08
13675.59,3414.09
25354,4621.59
12083.81,3114.48
45091.89,2347.19
73834.94,10312.67
69018,8095.82
53752.84,3117.96
17265.08,2226.18
97109.6,12509.81
60424.56,5318.97
74521.55,2629.16
35508.23,5378.67
82202.76,12243.96
66629.74,12091.2
91806.48,6623.86
45651.27,6485.8
37745.6,7906.84
75852.47,3938.29
72550.77,13398.05
49177.01,11400.66
82676.79,7217.43
37505.17,5496.82
66684.65,2057.07
79944.78,15198.47
69685.86,9309.84
73278.28,5378.27
27337.23,4414.95
63827.04,6408.57
79045.35,9149.48
31273.83,4894.34
72240.05,10793.95
18301.52,3560.28
76333.71,13834.85
95021.3,6493.87
69767.89,8803.03
70067.4,1643.84
47801.95,7949.46
22417.02,4407.14
52242.86,9297.85
18437.88,2559.07
77866.6,7671.74
42969.51,3699.02
61132.27,7871.7
44471.92,4616.52
28291.48,4402.85
58173.88,11064.28
44726.25,10597.91
87605.68,2300.89
18420.72,2591.77
15710.37,4494.25
25008.76,4596.71
94208.97,6760.27
49825.81,8715.14
70695.67,4956.38
13247.02,3228.9
52157.9,8179.09
14108.82,3969.02
65803.03,10808.41
87840.28,13187.28
27628.22,5328.5
35388.86,7257.58
87866.84,9242.33
12883.15,2585.42
80411.98,11697.93
50956.25,8046.87
17210.97,4572.65
91608.48,6565.48
27010.6,5175.63
77148.63,7984.25
48840.77,8483.54
70347.9,13043.92
26870.61,5823.95
89356.89,6371.76
14398.07,2813.46
29818.44,4069.45
33562.04,6094.52
79048.89,7090.88
44736.63,6944.04
35071.58,7453.61
16985.4,4159.98
55027.44,10937.26
50630.63,7286.52
98794.15,13182.82
22792.09,3158.92
85045.22,13187.3
12657.65,2166.59
80088.28,4581.01
30580.65,5614.66
22047.41,3190.62
27154.98,5221.07
29427.82,3035.01
94075.43,11532.61
98993.59,3526.31
37902.24,6688.72
22341.78,2269.03
69488.72,9875.87
62642.2,8296.85
40965.88,8006.4
83256.09,20200.05
35486.56,2366.75
86125.7,9055.91
22331.97,3494.67
87575.3,7775.02
16040.86,2569.96
49168.76,8107.66
71212.15,9916.81
28524.42,5581.24
94828.51,20055.31
44139.14,2656.32
66361.61,9589.94
26515.22,4294.74
69328.69,7617.27
76122.36,6969.34
54611.15,6932.64
88184.69,14949.45
84865.42,6998.27
98496.89,10321.77
70016.52,10476.06
67857.41,10321.55
14063.08,4635.69
27176.18,4309.89
12932.85,3179.13
86247.5,2940
48201.15,9982.15
83548.31,13407.85
23649.4,5538.34
46525.97,4327.46
75025.8,15218.45
15367.04,3003.84
39731.43,8969.42
79908.76,9834.73
85641.34,13038.77
88352.34,11488.8
95773.77,7543.03
44556.02,6097.36
95556.88,9024.27
73369.42,5592.23
47978.33,6457.27
45218.45,4516.02
28951.01,4867.9
77723.22,10486.33
50057.01,8801.92
50798.34,4920.93
17492.58,4338.84
42865.21,6296.5
90545.76,9424.07
58999.41,11197.54
12774.44,3435.35
44958.98,4723.28
20205.57,2739.65
34952.9,6091.88
74756.78,6642.35
43842.27,10347.72
67101.4,10537.96
82673.78,6040.48
62396.96,4353.04
25481.15,3252.85
94356.19,3660.48
14842.98,3871.05
17850.9,4121.53
85740.22,12397.3
47880.03,9477.48
74573.74,9325.56
76253.57,15109.92
98872.35,6311.02
96487.04,8342.06
22761.44,3390.81
69845.62,7664.85
12983.88,2711.57
54506.2,9203.4
81221.72,9601.91
44128.88,8864.13
95346.94,4259.53
69460.82,3627.5
48948.86,5232.66
85481.43,6815.28
82422.89,3974.09
48435.61,7794.06
39645.15,7292.39
60853.65,12096.88
87510.63,12991.43
62728.39,9625.86
68060.81,13244.17
79037.57,8365.94
72357.13,9697.5
88011.79,12074.48
18522.78,6049.77
64894.54,9884.9
31678.73,3923.71
52267.75,8447.56
35552.99,3518.07
92659.72,6099.6
45976.96,9380.84
60881.02,4517.81
17278.93,2374.46
94843.02,9254.4
76220.07,7210.84
52778.1,8104.45
26365.89,4320.41
75733.02,19594.49
65316.43,12886.29
15493.74,2003.93
14796.58,3715.94
50973.07,6049
26286.59,5647.94
54217.53,4667.09
98368.43,9279.35
30170.99,5123.58
74127.58,10931.05
23511.35,2405.79
57315.33,6606.36
84562.82,1830.31
21417.45,4720.73
83771.5,7590.4
32140.31,7432.55
18731.62,4980.07
24733.13,3506.61
69791.97,10208.16
70968.53,13249.3
21965.67,4704.61
98157.16,6366.63
23195.12,2029.55
94763.51,12638.16
73031.66,6677.96
61116.66,12306.85
32171.41,3897.12
40678.44,7390.82
85578.58,14564.29
92936.93,14993.22
56382.84,2879.38
89930.1,4369.47
73366.5,7528.9
48138.65,9322.44
37024.22,8002.26
96704.6,20653.63
21233.85,3136.71
71230.65,6796.65
83785.52,10276.28
29464.73,6783.3
63467.85,2273.61
24552.63,2954.08
46497.39,10716.11
31499.66,6384.71
57483.9,1610.31
70385.93,12815.19
91680.85,12937.07
39951.75,4598.89
31828.28,5173.78
37898.99,6994.91
30412.5,5577.37
21070.28,4945.28
34098.01,8030.15
93128.83,13129.42
15083.57,2391.69
55130.96,7682.84
81440.73,469.93
85413.46,9504.99
61864.63,5714.77
31766.51,3706.68
62385.6,6319.37
22376.4,8542.6
53444.11,4673.01
18431.71,3002.97
37447.26,5031.21
70903.48,7729.01
28462.15,9681.78
45542.67,6494.9
82256.78,9609.41
30548.86,4339.51
16921.68,4644.69
80040.24,9155.52
70312.57,10683.67
55999.87,7904.83
29260.19,2641.64
26892.4,3598.4
65003.25,8504.06
13486.73,4159.97
30649.65,5542.63
84154.41,10964.96
37033.14,4212.43
11448.26,3674.93
96542.52,16225.62
17897.2,3501.76
77322.11,12718.48
85240.74,9494.32
11438.25,3265.51
86757.53,14257.08
59526.75,9628.5
40571.87,4530.94
39313.17,6674.73
67529.81,6979.9
21506.26,3945.72
38000.9,4086.02
62477.43,8172.58
78327.66,13249.41
59653.28,7033.36
71900.86,11781.1
43413.79,6118.17
91607.22,13721.24
97816.18,4180.33
78948.48,12697.21
11103.95,2748.63
57034.36,6454.15
81914.16,11253.45
28671,5571.74
44765.36,5368.07
58814.45,4846.99
76982.78,7027.64
39999.92,3466.49
39242.37,8128.09
48136.87,7730.38
34867.12,5465.46
66348.11,5199.26
13923.81,3990.89
64588.13,9072.38
47534.42,2651.52
13925.71,3122.65
99406.7,10356.12
66390.49,7562.52
85495.61,10678.03
45737.62,7470.95
95778.01,17303.56
44055.8,6155.39
83790.56,7739.41
10650.39,2432.67
88636.84,12351.22
16654.96,3309.47
83503.38,12903.45
62743.87,5543.77
71447.17,8090.69
74274.2,4756.15
35209.48,6497.19
70616.22,8339.88
36733.54,10807.28
61394.12,6796.01
14923.56,2885.9
41284.76,10180.64
54791.12,12762.24
57852.01,12222.97
83419.15,11676.39
55929.38,9650.49
86405.12,14644.84
63477.36,11925.46
58410.58,5897.53
66433.64,6016.12
36277.64,7600.66
61051.52,4523.55
99955,13939.09
92840.86,7874.43
79240.89,18037.26
85935.94,14781.31
93005.19,13754.37
64071.11,9035.64
43102.17,4565.79
77230.32,7876.52
53637.47,7627.3
10432.97,3159.5
70582.82,10210.15
46328.28,607.21
95786.38,13273.31
22093.43,4856.18
43994.8,8824.61
90987.13,18215.86
82300.69,13839.29
55578.46,10377.41
11628.44,2917.42
32524.58,4363.38
37538.93,4130.34
69555.16,14637.78
18835.93,1956.99
96876.14,12931.18
88050.13,10981.03
35637.63,6354.71
49121.85,8977.26
40685.41,3299.45
41331.7,7784.6
37375.59,6488.6
92306.44,10932.72
35522.1,4749.53
88106.26,12535.97
83502.22,7201.24
26612.84,5193.34
30450.38,5058.34
69906.33,3201.38
52127.13,11731.01
19867.61,6064.25
23108.35,5540.13
38545.69,5057.79
64648.27,6560.79
95231.37,16712.14
48032.76,9061.85
93383.97,16459.09
18967.7,3643.11
87966.01,15856.96
33443.94,8327.84
35562.92,5852.94
24927.22,4724.11
12696.1,3292.11
18830.68,2773.18
20787.2,2874.84
27473.51,3944.93
84663.33,12427.02
11378.28,3287.33
44712.18,9195.07
92292.04,7118.36
11375.71,3075.43
37868.59,4890.31
48565.24,7340.97
60591.8,9959.9
92868.89,19143.42
56523.02,12353.43
76603.6,16757.55
65606.15,10602.92
28517.46,7423.12
55782.01,4493.82
15495.61,3664.37
79705.19,15748.16
28382.22,4421.2
87136.62,12787.68
56239.46,9767.85
32645.92,4919.63
83147.45,15519.45
16030.23,4038.8
12357.41,2747.82
63663.07,12117.85
86220.44,5307.79
50715.92,9462.37
55195.96,5305.77
28869.36,5766.12
74402.76,11084.78
58274.2,11251.18
14422.55,3743.28
84044.34,13970.27
32724.68,4107.11
56930.4,7432.62
39429.29,8028.48
19933.2,3155.38
86655.9,6245.71
66217.6,8087.97
86325.94,10107.65
21341.06,4136.54
70142.65,17143.51
64713.97,3606.82
95109.97,7145.65
62256.2,5662.5
37281.96,8424.87
94130.12,17296.98
85992.34,6585.71
48211.6,4246.43
53709.86,6482.42
79166.81,2023.65
32704.91,6075.97
83083.6,9985.73
83988.59,3188.87
47560.33,6190.27
92473.84,11038.96
16378.81,4322.94
82908.65,10064.28
53731.4,5457.89
37471.13,4545.71
65608.64,12995.65
38732.8,5286.04
68710.31,9895.87
92426.35,13118.92
61217.11,9480.94
67410.16,3679.32
47446.3,8374.89
81694.91,15020.69
87604.86,19763.13
43067.54,3469.7
53914.47,4311.08
90671.67,13065.51
51744.06,5863.92
28839.52,6688.1
70863.07,3726.88
76071.68,11021.84
68742.47,10203.15
28622.28,6128.05
96469.44,16002.28
10620.74,3121.57
91194.99,3572.6
18067.86,4105.03
85338.53,12148.55
59878.54,2456.12
64307.52,12044.86
83022.49,10752.2
33667.72,3487.44
13595.23,3545.25
22445.86,5317.76
19485.08,4517.13
25786.52,4056.03
96506.2,23041.07
27462.58,4490.08
39896.27,6652.82
72307.06,10956.97
72411.98,12666.24
35749.59,7087.97
36920.73,5656.53
48695.85,6547.98
44436.62,4044.46
91613.49,13068.67
58128.52,9886.81
64666.66,7105.57
55393.57,9902.18
55396.96,7712.47
48128.65,8074.67
29578.12,3860.34
38732.52,7948.29
31745.81,3126.39
10103.71,4070.34
30143.54,4745.26
97224.82,4894
48916.26,4337.05
96697.64,1996.75
33023.81,4965.15
22188.75,4428.71
60633.28,6111.62
48992.44,6485.2
87660.47,5058.11
92392.93,15938.34
65647.8,8019.63
85683.76,11791.09
35942.96,9408.16
90921.57,15529.23
22699.29,2922.44
22772.52,5557.89
62161.08,3028.65
99551.87,26237.53
58013.19,12080.11
21565.95,2474.93
25940.75,3503.64
79709.52,16156.93
68546,4878.42
60055.66,15210.64
77095.64,14819.5
40889.16,7798
45211.62,5498.45
41697.06,9656.01
66051.29,9205.09
24467.13,5770.75
32179.2,4293.83
95290.2,15402.58
98950.75,7084.06
58209.67,6260.94
14077.69,3280.86
64203.98,12280.84
74951.14,10179.55
62472.06,6832.45
57382.61,4739.92
41839.01,4641.57
17205.56,3990.87
21555.35,4541.74
42928.79,5681.12
64013.18,6249.28
31405.9,1887.42
11633.14,3383.24
37888.56,5083.09
17021.14,3663.4
32582.12,5034.04
22678.74,1948.22
43310.33,6140.18
22632.89,6303.94
61119.7,13763.78
58841.24,3464.96
24732.38,4510.98
95052.95,1623.15
66330.33,6670.35
15836.07,4959.49
26282.64,5721.89
70096.43,7806.68
91605.42,9350.01
83423.68,10000.89
49822.7,4034.95
24508.13,4573.67
24919.57,3443.82
53105.13,3713.68
45627.64,4682.33
81542.77,14416.88
79285.34,5753.9
45924.85,4393.91
66717.71,917.51
47140.22,7991.53
42885.17,6475.65
65876.94,7313.3
96036.22,15959.91
52846.53,7338.73
65841.74,10477.48
36030.17,4845.43
46681.1,5186.61
50038.95,9763
35518.03,7031.96
97312.51,16177.43
89433.9,12805.59
82796.56,9773.62
73740.38,6171.1
26218.14,7215.53
15757.81,3697.38
19592.29,3622.27
86336.59,18276.22
42348.72,9805.72
80650.05,7378.9
91723.5,11160.45
67008.22,7742.6
65360.47,11662.39
16078.59,3356.19
31734.45,5606.06
46970.04,6794.35
83005.75,10280.31
44122.71,4258.6
50225.52,7384.3
61345.7,9535.15
21809.11,4222.08
11171.65,2909.95
70990.28,11105.03
85164,11034.29
94263.71,15351.96
15260.56,2744.86
70122.32,15839.24
44727.09,4137.61
61851.61,6665.67
22493.28,5093.61
33025.05,5945.99
38175.48,2980.33
74360.6,7089.9
26981.16,5679.05
22796.32,6729.61
61670.05,13448.79
14423.52,4851.64
49150.69,9720.73
53443.91,8642.72
51833.52,6462.58
53758.17,9186.47
76382.64,7294.39
99188.77,1984.35
85636.75,15754.47
20073.37,3489.27
87527.97,13933.66
61106.62,2839.29
81064.49,9646.95
46227.3,3277.79
86794.95,9077.07
27064.5,5165.95
54614.95,5997.35
20803.99,4111.84
30579.7,3949.54
91494.81,6129.89
52639.74,6640.46
58642.91,10834.24
97641.58,6386.26
97518.61,16018.72
71682.35,7220.76
80196.32,4705.85
11840.79,3559.99
75561.92,12314.97
93042.86,16731.11
49641.2,8435.33
73501.73,9192.35
83505.23,16701.17
53794.84,6203.09
85869.95,10221.14
54358.64,6538.13
11590.23,3591.09
49641.87,6033.11
53013.22,9029
64111.65,3811.97
49892.21,5045.53
37645.97,6316.87
70569.03,9741.08
64820.28,6216.23
97631.07,18556.03
25825.12,5640.13
97590.38,12179.63
62138.54,9130.79
76431.27,8620.8
87923.61,16143.91
68273.75,10092.47
72522.65,1997.39
99631.49,12121.38
86443.61,10430.06
78924,5878.27
22389.88,3825.71
18567,5449.72
56966.34,14918.11
27321.49,6220.7
75831.87,7897.78
54512.83,10156.39
22848.32,5085.47
85709.53,18103.17
94717.36,8394.91
35017.07,7054.63
23534.14,7435.38
73600.61,1625.58
60880.47,10760.18
18145.22,5013.95
60430.64,9519.97
65373.41,10414.26
59357.79,5696.62
45414.19,4871.31
47500.13,4315.32
91441.98,3283.56
70625.98,10591.09
95931.12,12124.6
23610.87,4326.28
60376.75,8511.83
18877.22,3497.14
66110.5,14461.9
33073.55,5898.33
53133.99,7258.3
52942.92,4489.1
84744.23,6313.88
90601.98,7664.37
61918.81,9646.59
94941.56,15843.84
36265.18,4600.3
66278.73,5841.99
65816.55,6177.73
68375.61,5131.17
31141.95,5284.9
46337.76,9470.71
25385.48,1230.3
56724.67,7448.3
62592.52,12362.23
17207.04,3042.33
75601.23,9152.43
65265.99,11119.37
70380.62,10324.19
36652.02,6270.43
42451.17,1391.19
66795.97,7306.63
96409.53,10732.21
42821.05,8552.6
27819.09,5225.2
32869.79,6532.66
53677.24,9661.47
47195.35,3299.11
39542.08,7025.39
42116.05,7280.87
71547.33,4540.5
87683.43,1617.29
52207.19,7858.12
62457.14,9672.87
54870.4,5589.13
70057.71,12594.92
71908.59,4272.41
19659.69,5869.87
20098.83,4628.27
93950.22,18395.28
47968.83,8754.66
60698.03,9117.04
96061.8,13491.66
27632.9,6539.98
30137.18,6693.93
65922.13,9422.59
85111,19241.64
82717.15,5915.71
23596.61,2821.92
17490.58,5899.49
80103.76,6832.6
95904.66,19221.36
65656.13,11262.5
49349.47,5875.72
69797.93,9029.68
88200.32,9045.27
55235.93,7796.03
57592.27,6331.25
79366.92,5673.87
43280.65,7816.33
94645.24,10073.5
12993.29,3178.42
40444.97,5338.9
22206.57,4605.65
40341.23,4057.72
53516.11,8238.58
78144.11,7787.73
81651.07,9239.16
47481.28,5576.16
12694.58,3306.69
94451.68,13524.08
92395.24,7253.89
65090.22,6650.73
92718.29,10673.59
66363.31,3335.68
21380.83,4009.51
22837.75,6170.28
71347.95,7843.36
93072.23,11124.79
23558.72,3059.36
89636.22,9471.41
50516.44,8358.67
14200.3,3978.09
84112.12,11079.05
96965.71,10561.18
82665.62,5404.97
36662.75,5641.82
27810.29,5211.57
28150.56,4282.13
41456.14,8108.81
30167.64,5364.31
24804.25,3297.86
18345.7,3499.69
66960.99,6581.16
80630.95,4953.28
15354.04,2665.72
17586.97,3449.87
10385,2652.57
22799.86,4449.53
93627.43,2423.74
24569.63,2779.71
98965.1,18683.96
73380.09,8023.7
39208.83,6427.27
39527.67,7533.3
79903.19,9702.74
54874.28,10860.33
54730.62,9710.09
33973.74,8871.69
93682.13,15577.42
70979.12,15948.75
73923.38,9511.06
35361.47,3488.51
62262.27,11570.32
95883.11,10121.38
13239.87,3643.26
55921.23,12467.01
87452.74,14239.81
34974.31,2877.08
42656.42,9485.57
92486.58,14657.61
17221.18,3633.63
56145.22,5730.25
47803.41,6690.09
24224.45,2854.36
50460.22,1394.79
25265.87,3540.63
86972.25,10544.53
71931.99,4781.06
20937.27,1752.95
20720.44,4680.83
35968.95,4193.21
94621.2,11680.25
26463.57,5699.99
92158.64,6993.92
15981.2,4559.94
88986.59,11192.32
15292.95,3691.65
95652.63,12986.93
24406.25,4310.86
62275.18,10253.21
74027.5,16486.31
35229.03,6068.63
12396.85,3159.88
73956.02,8611.11
38147.21,3538.95
86962.34,11458.76
52463.74,3549.74
99289.25,6503.41
17007.76,4903.55
12223.73,2284.39
61765.17,14758.02
64689.76,10738.68
10392.87,3956.45
76933,11434.64
14209.9,3287.42
53040.62,11784.91
94469.95,11542.59
15367.39,3213.4
95827.68,8803.64
79372.46,7771.9
86639.45,12609.23
29616.81,5546.24
99502.55,12270.75
72417.08,2631.95
35841.98,3582.43
83614.82,892.72
96348.2,5756.92
91037.94,19519.77
21415.54,5771.25
15366.95,2979.52
83657.16,15584.65
87428.47,10143.59
14067.97,3279.9
30207.75,6611.63
73433.61,8868.76
18882.61,5029.42
11430.2,3310.65
91506.78,6654.45
14413.01,3734.19
88674.06,10704.79
20851.33,3547.2
46374.77,6158.24
30693.07,5083.94
79861.19,12492.81
61869.26,8407.17
27532.43,5040.72
48228.16,3749.04
49597.79,6494.44
91796.18,10688.99
51639.81,6233.78
93843.81,9491.92
45050.94,6528.47
82473.71,10256.78
79170.01,11799.14
40681.66,8995.5
94410.41,10405.74
55344.82,6799.35
39184.96,10054.38
49838.09,5964.59
53827.61,5890.49
85744.24,12767.49
95424.35,10883.85
52333.28,8491.66
43395.58,8017.74
30331.77,9273.79
10414.6,3681.79
73849.36,12866.1
72673.15,10382.03
11322.55,2907.02
26891.44,4756.79
58316.86,4825.06
24310.83,5418.95
32140.9,6228.78
93008.35,17277.68
42679.41,4131.98
99353.56,10636.54
75315.22,5864.18
23429.84,4096.27
63271.18,8998.14
86386.19,14225.18
76059.5,10745.36
51624.63,5562.7
55997.82,7349.65
60074.56,5119.85
28071.61,5378.67
90027.18,13571.13
23894.56,2893.4
62613.96,10656.59
53284.33,9819.3
27755.49,5680.23
98058.2,16111.18
38712.83,4046.68
14030.98,2776.7
77831.75,14942.35
61017.31,10323.58
10877.23,2921.65
37067.87,6815.93
87696.57,18714.49
30893.35,5379.92
15268.58,3218.68
73994.49,7248.56
55787.37,4366.11
46445.23,7121.36
48206.25,8050.53
92256.92,12019.41
91180.58,12725.65
29625.88,4738.53
61740.51,9626.92
13658.78,2800.4
58653.78,7214.8
20154.56,3975.79
78170.85,14985.53
20002.98,1940.58
28370.3,8061.63
79093.34,7139.4
48011.02,9391.92
59225.86,7137.21
89246.7,9645.53
75486.65,9057.68
77756.16,299.04
64066.51,17621.52
19096.01,4155.81
84360.04,13262.42
76442.41,7372.21
89467.81,7714.68
17574.85,4947.06
84652.53,13809.33
34733.47,7415.34
40079.43,5375.96
89833.33,4986.17
27219.35,3895.1
11097.22,4032.76
73480.98,3580.71
13385.68,4522.62
84027.3,8341.88
91309.11,3975.41
24981.19,3077.62
28683.59,5370.05
81629.22,8992.94
31931.47,4605.45
48987.39,10746.55
45833.8,5798.35
69903.35,14408.16
37467.72,4466.48
81277.38,13135.3
40710.41,5363.56
33170.94,6822.64
10356.54,2078.24
44230.5,6873.39
63948.39,12733.26
40513.18,4340.72
25820.58,6721.31
99781.24,9959.58
33885.96,4436.38
59517.3,4650.25
22172.02,4847.6
71364,5188.03
50531.6,3483.26
42998.01,5755.32
44751.82,2575.46
46402.41,4581.84
84480.82,18684.1
92441.33,11461.93
78508.26,13214.74
43061.38,2813.98
72224.93,1363.92
55722.94,10245.78
11748.33,3232.4
68220.92,14353.56
66070.69,12054.49
39967.4,1556.37
12365.82,3980.32
97745.26,6798.44
99214.74,11487.59
16892.18,3909.22
58415.04,5847.87
98006.75,8042.05
19870.72,3998.75
42631.5,6838.28
54983.74,3107.23
92136.56,19377.36
61485.48,12289.43
12051.51,3005.89
86970.67,3337.73
84743.58,14816.66
89033.6,19886.49
82864.2,5656.3
10005.88,3081.83
19164.32,2520.78
85134.33,8385.5
29903.27,5930.01
12737.47,2350.55
61905.34,4796.15
78119.18,8433.2
88628.87,8458.46
15432.93,3557.13
29965.45,4821.49
47262.27,2086.08
47019.67,3693.3
62145.13,8670.84
94775.41,13695.46
98883.87,19054.62
21681.81,4804.52
34738.75,5431.65
84554.45,13016.9
99213.28,6472.6
70588.05,993.57
16965.02,3489.48
22096.31,3884.87
40428.71,4382.58
32689.81,1600.24
32574.13,3032.78
80494.11,16055.25
25640.77,3134.07
63847.35,8313.37
72242.47,7992.61
93064.2,19153.99
72097.75,9729.14
34629.31,8973.01
10985.06,3672.5
13889.76,2314.23
25110.8,4647.06
86737.67,12660.53
14132.2,2966.96
34424.89,4778.47
90004.87,11124.84
59310.4,2213.89
82433.58,1423.68
96147.7,8159.3
72076.97,10780.1
46102.02,9212.2
94543.83,10431.74
56645.4,5079.59
22266.12,3564.67
66406.24,11930.86
84038.5,18868.17
22263.88,3858.83
63772.14,8532.03
98466.77,3232.09
30756.76,9311.14
47563.33,6681.59
19024.39,4578.46
35066.03,6315.58
57749.18,4138.57
38270.75,6140.6
64063.19,4189.74
98838.82,12375.53
64835.33,9486.05
23116.36,3190.35
73388.48,4293.53
71126.23,9328.02
39032.55,6098.84
48098.41,7066.09
37401.78,9352.4
84953.69,7876.78
63428.28,6558.69
82647.7,6173.86
36464.57,10626.11
22697.67,3450.76
89975.9,16996.76
10745.65,2419.08
61220.86,12412.98
97079.52,13320.56
34226.99,4022
98556.41,13372.51
13185.05,4065.87
33217.88,6871.03
33390.2,5713.16
95336.96,9542.06
98166.05,3716.28
76094.64,5883.16
35873.18,3600.26
46806.32,8110.36
28141.99,4212.24
78992.77,11846.77
76879.44,12648.59
54861.52,9916.29
70344.96,15498.15
77721.65,8208.56
79647.66,8691.37
64465.24,6226.61
45146.42,9496.74
70395.18,7547.74
88228.7,10572.55
49276.26,5435.25
20842.87,3816.96
65705.8,9560.32
53245.79,4825.69
93150.38,15706.2
31660.54,3310.49
79883.34,13390.83
77678.91,7115.61
70883.42,5863.62
59654.75,11411.13
63807.45,8340.1
87979.38,11741.64
54580.66,11317.25
98220.61,15614.42
16243.72,3557.9
60033.61,5149.32
27043.62,5061.51
36681.17,4980.75
85690.37,14125.91
28459.64,3246.95
62444.72,6097.01
45663.6,13086.28
37501.41,8258.76
52502.98,4451.65
76892.42,7733.67
97912.32,11246.3
24063.75,3507.12
21648.32,5116.87
62250.34,9002.56
22343.43,6009.31
28179.68,4665.75
40748.42,7890.38
33931.09,5975.63
74942.74,4194.44
72594.23,4178.17
81478.79,10473.94
34702.3,2393.83
26376.07,3407.46
51634.33,8916.22
59549.06,10000.76
66044.59,7092.8
53460.41,7481.76
21684.79,2896.98
89559.71,10475.84
99218.61,16385.78
87576.89,16312.16
86702.56,5208.45
43967.22,5618.25
65536.88,8064.74
56650.82,8112.85
13323.63,2490.31
76872.92,10307.67
85818.57,12790.52
14420.38,4593.84
90396.03,5854.56
44035.97,7646.65
72600.79,8114.08
74558.02,3114.77
71427.25,16168.08
37036.57,3829.77
37236.09,4441.2
52849.94,6479.55
14363.42,3652.27
54245.78,7773.41
62976.23,3521.69
31117.54,3971.85
96817.44,14764.31
24399.52,3333.92
61771.42,8843.87
47871.3,7034.74
21018.67,5083.05
42785.67,7608.9
99885.35,13769.4
81809.77,14370.21
41486.64,6828.53
94327.93,7550.09
74187.76,8149.78
54571.94,5597.8
83102.08,7179.13
68943.93,13048.34
42467.13,8379.18
52473.84,8181.51
63852.19,8403.76
75357.98,9492.53
42039.98,5124.82
62783.06,9811.36
56494.32,3810.03
63416.32,4646.82
89944.26,13981.03
88041.48,7143.1
84808.12,13747.68
24554.63,4571.62
39825.8,6434.69
93355.52,10331.92
93253.52,9075.75
67284.78,14434.56
81361.89,8555.82
61457.17,15694.8
13543.81,3522.15
35889.15,5664.19
53275.74,8857.77
49142.24,8712.14
93922.29,3906.18
68111.25,8379.32
10074.61,3105.31
11757.02,2418.89
36727.71,3614.12
34637.16,4474.99
84652.42,12742.31
74895.35,7700.4
71250.03,5874.22
44577.54,3131.01
26674.61,2300.76
29053.23,5942.91
73332.29,12254.73
33623.9,3196.77
30371.38,3447.17
63386.77,8570.35
23263.36,6694.62
14593.79,4743.85
11249.65,2924.42
82736.7,7225.57
82230.81,17824.84
11353.94,3981.44
63576.52,3121.21
37662.65,3554.02
64549.98,10804.8
29402.88,4702.46
19531.51,4071.06
20754.18,5735.94
22648.38,4292.99
36356.98,7257.33
63886.26,5647.48
28813.11,4734.64
50709.8,9475.78
50754.65,6703.73
44358.71,6292.29
98881.59,12792.97
10913.48,2539.87
87893.82,7179.11
18342.84,3432.66
26388.32,3346.52
50298.96,9903.16
75618.11,6242.52
27096.61,4552.45
22538.03,5779.48
29151.34,4286.58
25185.54,3604.8
86773.18,11616.65
76601.4,9772.72
61272.22,8740.88
86980.26,6603.93
23345.08,3536.83
43971.14,7719.64
38767.91,756.71
12693.87,4042.99
44907.31,7117.64
73849.51,3799.02
32334.29,2161.15
68311.03,5637.44
25075.86,5859.82
79515.34,11438.98
53140.82,6618
15433.32,3720.06
79364.11,14922.72
88931.05,10387.4
63075.75,7677.39
64879.09,7365.96
47861.45,6297.6
14366.32,2020.49
68583.29,8331.3
55170.78,13855.19
80774.07,9536.46
59232.39,9866.34
49971.43,6080.7
85401.77,16924.42
70816.15,11562.69
14649.57,3406.55
21338.74,3760.79
84373.49,8517.38
46128.59,4758.19
55457.02,9059.35
40342.04,6515.11
66145.61,12207.96
61980.73,6420.42
30002.32,2721.53
67561.63,2131.35
42107.04,1117.08
50572.8,8968.85
46062.26,6581.79
29959.7,6039.69
32308.75,6662.65
25863.36,3785.63
48907.63,10882.71
64872.43,15187.03
46814.92,7050.54
